CustomerID,Gender,Region,SubscriptionPlan,StartDate,EndDate,MonthlyUsageHours,Complaints,LastPaymentDate,PaymentStatus,Churned
CU1274,Male,Eastern,Basic,20/02/2023,12/06/2024,78.5,7,05/06/2024,Overdue,Yes
CU1275,Male,Volta,Standard,15/05/2024,31/10/2025,130.8,5,20/08/2025,Paid,Yes
CU1276,Male,Ashanti,Basic,07/06/2024,08/04/2026,97.7,0,11/12/2025,Paid,Yes
CU1277,Male,Upper West,Basic,20/05/2024,06/07/2025,8.1,3,22/04/2025,Paid,Yes
CU1278,Male,Bono,Standard,16/06/2022,13/04/2024,51.9,6,18/01/2024,Overdue,No
CU1279,Male,Bono,Premium,12/01/2024,30/06/2024,102.7,5,24/06/2024,Paid,No
CU1280,Male,Upper East,Standard,12/09/2023,30/08/2025,191.2,6,23/05/2025,Pending,Yes
CU1281,Female,Upper West,Standard,22/08/2022,19/11/2023,112.8,6,25/09/2023,Paid,Yes
CU1282,Male,Bono,Premium,30/10/2022,07/10/2023,144.1,1,03/09/2023,Paid,No
CU1283,Female,Central,Standard,05/01/2023,23/07/2023,22.8,4,28/05/2023,Pending,No
CU1284,Male,Western,Basic,11/07/2022,24/12/2023,92.5,8,20/10/2023,Pending,Yes
CU1285,Male,Greater Accra,Standard,22/07/2023,23/01/2024,121.4,5,05/10/2023,Pending,Yes
CU1286,Female,Savannah,Standard,08/03/2024,31/08/2024,146.3,8,08/05/2024,Paid,Yes
CU1287,Female,Volta,Basic,23/05/2022,23/05/2023,63.7,7,05/05/2023,Paid,No
CU1288,Female,Bono East,Standard,03/11/2022,10/06/2024,157.6,5,09/05/2024,Paid,Yes
CU1289,Male,Western North,Standard,20/04/2022,04/12/2022,64.4,6,23/10/2022,Overdue,No
CU1290,Female,Oti,Standard,17/03/2023,12/02/2025,31.5,5,27/11/2024,Overdue,Yes
CU1291,Female,Western North,Basic,12/02/2023,03/04/2024,61.8,10,01/02/2024,Overdue,Yes
CU1292,Female,Oti,Standard,16/04/2024,21/08/2025,76.2,9,27/07/2025,Overdue,Yes
CU1293,Female,Greater Accra,Premium,03/08/2022,23/01/2024,160.5,1,11/10/2023,Pending,No
CU1294,Female,Central,Basic,16/09/2022,21/05/2023,144.5,6,12/05/2023,Pending,No
CU1295,Female,Bono,Premium,07/02/2022,11/05/2023,141.8,8,24/02/2023,Overdue,Yes
CU1296,Male,Western,Premium,12/11/2023,07/02/2025,37.4,9,02/02/2025,Overdue,No
CU1297,Female,Oti,Basic,11/01/2022,20/07/2022,55.5,8,16/04/2022,Overdue,Yes
CU1298,Female,North East,Standard,20/04/2023,12/03/2025,139.6,2,27/01/2025,Paid,No
CU1299,Female,Western,Standard,29/03/2022,23/10/2022,167.1,2,09/09/2022,Pending,No
CU1300,Male,North East,Premium,10/05/2023,29/07/2024,97.9,7,28/04/2024,Overdue,No
